Position,Height above ground [m],Opening Angle [°],Stalling Angle Left [°],Stalling Angle Right [°],Roll Angle Left [°],Roll Angle Right [°],Speed hor. [km/h],Speed vert. [km/h],Speed resulting [km/h]
37.0,3.4,29.3,3.589,-1.596,32.106,-24.103,83.699,-46.14,95.577
38.0,3.4,28.8,3.717,-2.121,31.335,-24.627,83.758,-46.986,96.04
39.0,3.4,28.1,3.778,-2.337,31.171,-25.438,83.682,-47.53,96.241
40.0,3.4,27.5,3.838,-2.217,31.2,-25.75,83.63,-48.16,96.51
41.0,3.4,26.9,3.877,-1.85,31.436,-26.201,83.564,-48.829,96.789
42.0,3.4,26.5,3.877,-1.337,31.9,-27.387,83.449,-49.487,97.024
43.0,3.4,26.3,3.858,-0.703,33.023,-28.107,83.479,-50.316,97.476
44.0,3.3,26.4,3.696,-0.094,32.889,-29.26,83.463,-51.113,97.876
45.0,3.3,26.6,3.482,0.443,32.646,-30.387,83.426,-51.879,98.246
46.0,3.3,26.9,3.296,0.86,33.311,-31.075,83.39,-52.616,98.605
47.0,3.3,27.2,2.98,0.906,32.512,-30.128,83.379,-53.35,98.989
48.0,3.2,27.4,2.773,0.727,32.611,-30.161,83.361,-53.982,99.316
49.0,3.2,27.3,2.613,0.383,32.96,-30.869,83.362,-54.597,99.652
50.0,3.1,27.2,2.394,-0.062,32.495,-31.821,83.43,-55.333,100.114
51.0,3.1,26.9,2.245,-0.482,32.659,-31.142,83.439,-56.17,100.585
52.0,3.1,26.7,2.105,-0.887,32.903,-30.678,83.436,-56.796,100.933
53.0,3.0,26.6,1.976,-1.274,33.224,-30.492,83.419,-57.216,101.158
54.0,2.9,26.4,1.915,-1.612,34.173,-29.273,83.332,-57.709,101.368
55.0,2.9,26.5,1.729,-2.073,34.157,-28.898,83.273,-58.368,101.696
56.0,2.8,26.6,1.455,-2.623,34.06,-28.713,83.289,-59.108,102.135
57.0,2.8,26.8,1.098,-3.262,34.637,-28.197,83.445,-59.882,102.711
58.0,2.7,26.9,0.703,-3.873,34.249,-27.558,83.612,-60.568,103.248
59.0,2.6,27.0,0.422,-4.336,34.064,-26.758,83.693,-61.114,103.635
60.0,2.6,26.9,0.274,-4.628,34.218,-25.857,83.685,-61.524,103.871
61.0,2.5,26.7,0.231,-4.668,34.739,-25.778,83.688,-61.958,104.131
62.0,2.5,26.5,0.214,-4.513,35.528,-25.18,83.755,-62.526,104.523
63.0,2.4,26.3,0.168,-4.231,36.204,-24.338,83.838,-63.161,104.971
64.0,2.3,26.3,-0.053,-3.887,35.824,-23.716,83.841,-63.752,105.33
65.0,2.3,26.3,-0.264,-3.686,36.319,-23.442,83.867,-64.311,105.691
66.0,2.2,26.3,-0.472,-3.53,37.09,-23.277,83.901,-64.859,106.054
67.0,2.1,26.3,-0.679,-3.374,37.86,-23.113,83.935,-65.407,106.418
68.0,2.1,25.6,-0.792,-3.432,37.62,-22.925,83.932,-65.951,106.752
69.0,2.0,25.1,-0.872,-3.62,36.994,-22.609,83.92,-66.505,107.087
70.0,1.9,24.8,-0.927,-3.959,36.039,-22.089,83.903,-67.076,107.43
71.0,1.9,24.5,-0.983,-4.298,35.084,-21.57,83.886,-67.646,107.775
72.0,1.8,24.3,-1.038,-4.637,34.129,-21.051,83.868,-68.215,108.122
73.0,1.7,24.0,-1.093,-4.976,33.176,-20.532,83.851,-68.785,108.47
74.0,1.7,23.9,-1.668,-5.871,31.2,-20.238,83.869,-69.286,108.803
75.0,1.6,23.9,-2.291,-6.816,29.131,-19.964,83.889,-69.78,109.135
76.0,1.5,23.9,-2.913,-7.761,27.064,-19.691,83.91,-70.274,109.468
77.0,1.4,23.8,-4.178,-8.95,25.168,-19.466,84.011,-70.925,109.965
78.0,1.3,23.4,-5.644,-10.238,23.009,-18.831,84.129,-71.659,110.529
79.0,1.3,22.6,-7.323,-11.642,20.399,-17.527,84.261,-72.497,111.174
80.0,1.2,21.2,-9.22,-13.309,16.949,-15.532,84.491,-73.141,111.768
81.0,1.1,19.5,-11.14,-15.075,13.324,-13.72,84.765,-73.745,112.372
82.0,1.0,17.1,-13.02,-16.962,9.635,-12.608,85.103,-74.337,113.014
83.0,0.9,15.0,-15.407,-19.032,7.19,-10.868,85.812,-74.882,113.905
84.0,0.8,12.9,-17.97,-21.166,5.179,-8.91,86.651,-75.41,114.882
85.0,0.7,10.9,-20.531,-23.299,3.17,-6.952,87.489,-75.937,115.859
86.0,0.6,8.4,-23.682,-25.185,2.427,-4.816,88.282,-76.182,116.619
87.0,0.5,5.6,-27.267,-26.888,2.613,-2.548,89.042,-76.22,117.221
88.0,0.3,4.3,-31.082,-28.793,0.4,-2.059,88.916,-77.654,118.062
89.0,0.2,3.3,-34.283,-31.178,-0.499,-1.258,87.714,-78.642,117.815
90.0,0.1,2.7,-36.199,-34.531,1.511,0.337,84.375,-78.591,115.314
90.5,0.0,2.7,-36.743,-35.495,2.191,0.468,83.79,-78.378,114.741
0.0,2.4,0.0,-11.0,-11.0,0.0,0.0,83.848,-16.298,85.417
1.0,2.3,1.7,-9.368,-8.635,-2.292,2.497,82.418,-8.045,82.809
2.0,2.3,3.7,-4.978,-3.865,-2.095,2.338,82.846,-7.595,83.193
3.0,2.4,5.9,-0.525,0.921,-2.129,2.288,83.317,-7.336,83.639
4.0,2.4,9.0,5.178,5.937,-7.122,4.616,84.709,-11.204,85.447
5.0,2.4,13.1,7.154,6.875,-5.579,3.283,84.742,-13.017,85.736
6.0,2.4,17.3,8.797,7.442,-3.436,1.612,84.651,-14.647,85.909
7.0,2.4,21.5,8.481,6.331,-0.269,0.151,84.44,-15.516,85.854
8.0,2.5,24.2,7.484,4.678,3.723,-2.407,84.331,-16.709,85.97
9.0,2.5,26.1,6.577,3.423,6.692,-5.769,84.344,-18.119,86.268
10.0,2.5,28.7,5.282,2.438,7.729,-8.382,84.272,-18.608,86.302
11.0,2.5,30.1,5.055,2.698,10.963,-11.5,84.276,-19.688,86.545
12.0,2.6,31.6,4.827,2.958,14.211,-14.633,84.279,-20.774,86.802
13.0,2.6,31.9,5.348,3.872,16.199,-17.048,84.256,-22.096,87.105
14.0,2.7,32.4,5.798,4.561,17.58,-17.949,84.229,-23.308,87.394
15.0,2.7,32.8,6.179,4.711,19.118,-18.528,84.156,-24.493,87.647
16.0,2.8,33.2,6.558,4.516,20.923,-19.293,84.044,-25.7,87.886
17.0,2.8,33.5,6.888,4.165,22.725,-20.045,83.953,-26.883,88.153
18.0,2.9,33.6,7.015,3.17,24.52,-20.718,83.944,-27.978,88.484
19.0,2.9,33.7,7.071,1.854,26.791,-20.143,84.083,-29.4,89.075
20.0,3.0,33.5,6.983,0.843,27.521,-20.349,84.049,-30.383,89.373
21.0,3.0,33.2,6.84,0.313,28.982,-20.541,84.034,-31.305,89.675
22.0,3.1,33.0,6.609,0.36,30.789,-20.149,83.986,-32.202,89.948
23.0,3.1,32.8,6.289,0.94,32.247,-19.467,83.853,-33.086,90.145
24.0,3.2,33.0,6.031,1.793,34.185,-20.54,83.768,-34.194,90.48
25.0,3.2,33.6,5.397,2.595,32.204,-21.043,83.741,-35.264,90.863
26.0,3.3,34.1,4.803,3.174,32.624,-20.849,83.715,-36.203,91.208
27.0,3.3,34.4,4.147,3.446,33.527,-20.593,83.683,-37.131,91.551
28.0,3.3,34.5,3.461,3.412,33.807,-21.03,83.66,-38.079,91.919
29.0,3.3,34.1,2.974,3.154,33.741,-23.09,83.692,-38.962,92.318
30.0,3.4,33.4,2.61,2.624,34.041,-23.578,83.765,-39.986,92.821
31.0,3.4,32.4,2.484,2.078,34.105,-24.305,83.749,-40.838,93.177
32.0,3.4,31.3,2.519,1.5,33.97,-24.999,83.696,-41.681,93.502
33.0,3.4,30.5,2.665,0.886,33.809,-25.361,83.646,-42.593,93.867
34.0,3.4,29.9,2.957,0.281,34.198,-24.939,83.607,-43.454,94.227
35.0,3.4,29.6,3.179,-0.352,33.041,-24.571,83.534,-44.46,94.631
36.0,3.4,29.5,3.395,-0.989,32.399,-24.211,83.582,-45.342,95.092
37.0,3.4,29.3,3.589,-1.596,32.106,-24.103,83.699,-46.14,95.577
38.0,3.4,28.8,3.717,-2.121,31.335,-24.627,83.758,-46.986,96.04
39.0,3.4,28.1,3.778,-2.337,31.171,-25.438,83.682,-47.53,96.241
40.0,3.4,27.5,3.838,-2.217,31.2,-25.75,83.63,-48.16,96.51
41.0,3.4,26.9,3.877,-1.85,31.436,-26.201,83.564,-48.829,96.789
42.0,3.4,26.5,3.877,-1.337,31.9,-27.387,83.449,-49.487,97.024
43.0,3.4,26.3,3.858,-0.703,33.023,-28.107,83.479,-50.316,97.476
44.0,3.3,26.4,3.696,-0.094,32.889,-29.26,83.463,-51.113,97.876
45.0,3.3,26.6,3.482,0.443,32.646,-30.387,83.426,-51.879,98.246
46.0,3.3,26.9,3.296,0.86,33.311,-31.075,83.39,-52.616,98.605
47.0,3.3,27.2,2.98,0.906,32.512,-30.128,83.379,-53.35,98.989
48.0,3.2,27.4,2.773,0.727,32.611,-30.161,83.361,-53.982,99.316
49.0,3.2,27.3,2.613,0.383,32.96,-30.869,83.362,-54.597,99.652
50.0,3.1,27.2,2.394,-0.062,32.495,-31.821,83.43,-55.333,100.114
51.0,3.1,26.9,2.245,-0.482,32.659,-31.142,83.439,-56.17,100.585
52.0,3.1,26.7,2.105,-0.887,32.903,-30.678,83.436,-56.796,100.933
53.0,3.0,26.6,1.976,-1.274,33.224,-30.492,83.419,-57.216,101.158
54.0,2.9,26.4,1.915,-1.612,34.173,-29.273,83.332,-57.709,101.368
55.0,2.9,26.5,1.729,-2.073,34.157,-28.898,83.273,-58.368,101.696
56.0,2.8,26.6,1.455,-2.623,34.06,-28.713,83.289,-59.108,102.135
57.0,2.8,26.8,1.098,-3.262,34.637,-28.197,83.445,-59.882,102.711
58.0,2.7,26.9,0.703,-3.873,34.249,-27.558,83.612,-60.568,103.248
59.0,2.6,27.0,0.422,-4.336,34.064,-26.758,83.693,-61.114,103.635
60.0,2.6,26.9,0.274,-4.628,34.218,-25.857,83.685,-61.524,103.871
61.0,2.5,26.7,0.231,-4.668,34.739,-25.778,83.688,-61.958,104.131
62.0,2.5,26.5,0.214,-4.513,35.528,-25.18,83.755,-62.526,104.523
63.0,2.4,26.3,0.168,-4.231,36.204,-24.338,83.838,-63.161,104.971
64.0,2.3,26.3,-0.053,-3.887,35.824,-23.716,83.841,-63.752,105.33
65.0,2.3,26.3,-0.264,-3.686,36.319,-23.442,83.867,-64.311,105.691
66.0,2.2,26.3,-0.472,-3.53,37.09,-23.277,83.901,-64.859,106.054
67.0,2.1,26.3,-0.679,-3.374,37.86,-23.113,83.935,-65.407,106.418
68.0,2.1,25.6,-0.792,-3.432,37.62,-22.925,83.932,-65.951,106.752
69.0,2.0,25.1,-0.872,-3.62,36.994,-22.609,83.92,-66.505,107.087
70.0,1.9,24.8,-0.927,-3.959,36.039,-22.089,83.903,-67.076,107.43
71.0,1.9,24.5,-0.983,-4.298,35.084,-21.57,83.886,-67.646,107.775
72.0,1.8,24.3,-1.038,-4.637,34.129,-21.051,83.868,-68.215,108.122
73.0,1.7,24.0,-1.093,-4.976,33.176,-20.532,83.851,-68.785,108.47
74.0,1.7,23.9,-1.668,-5.871,31.2,-20.238,83.869,-69.286,108.803
75.0,1.6,23.9,-2.291,-6.816,29.131,-19.964,83.889,-69.78,109.135
76.0,1.5,23.9,-2.913,-7.761,27.064,-19.691,83.91,-70.274,109.468
77.0,1.4,23.8,-4.178,-8.95,25.168,-19.466,84.011,-70.925,109.965
78.0,1.3,23.4,-5.644,-10.238,23.009,-18.831,84.129,-71.659,110.529
79.0,1.3,22.6,-7.323,-11.642,20.399,-17.527,84.261,-72.497,111.174
80.0,1.2,21.2,-9.22,-13.309,16.949,-15.532,84.491,-73.141,111.768
81.0,1.1,19.5,-11.14,-15.075,13.324,-13.72,84.765,-73.745,112.372
82.0,1.0,17.1,-13.02,-16.962,9.635,-12.608,85.103,-74.337,113.014
83.0,0.9,15.0,-15.407,-19.032,7.19,-10.868,85.812,-74.882,113.905
84.0,0.8,12.9,-17.97,-21.166,5.179,-8.91,86.651,-75.41,114.882
85.0,0.7,10.9,-20.531,-23.299,3.17,-6.952,87.489,-75.937,115.859
86.0,0.6,8.4,-23.682,-25.185,2.427,-4.816,88.282,-76.182,116.619
87.0,0.5,5.6,-27.267,-26.888,2.613,-2.548,89.042,-76.22,117.221
88.0,0.3,4.3,-31.082,-28.793,0.4,-2.059,88.916,-77.654,118.062
89.0,0.2,3.3,-34.283,-31.178,-0.499,-1.258,87.714,-78.642,117.815
90.0,0.1,2.7,-36.199,-34.531,1.511,0.337,84.375,-78.591,115.314
90.5,0.0,2.7,-36.743,-35.495,2.191,0.468,83.79,-78.378,114.741
0.0,2.4,0.0,-11.0,-11.0,0.0,0.0,83.669,-16.264,85.235
1.0,2.3,0.7,-7.554,-8.607,0.871,-0.88,81.932,-10.279,82.574
2.0,2.2,2.4,-4.989,-6.867,2.192,-1.74,82.169,-7.885,82.546
3.0,2.3,5.6,0.047,-3.151,3.26,-1.996,84.242,-7.737,84.597
4.0,2.3,7.8,7.235,2.757,-0.444,1.037,85.78,-10.797,86.457
5.0,2.3,16.1,10.133,4.085,-2.183,0.729,85.077,-11.813,85.893
6.0,2.3,17.8,12.462,5.69,1.242,-0.418,84.689,-13.126,85.7
7.0,2.4,19.3,14.766,7.302,4.85,-1.593,84.313,-14.448,85.543
8.0,2.4,24.5,15.961,8.496,8.696,-5.35,84.155,-15.831,85.632
9.0,2.4,29.7,15.368,8.768,11.609,-9.081,84.027,-16.865,85.705
10.0,2.5,32.9,14.016,8.41,14.005,-11.656,84.037,-17.907,85.926
11.0,2.5,35.1,13.182,8.056,17.034,-13.785,84.227,-19.305,86.411
12.0,2.6,35.8,12.329,7.69,20.129,-14.524,83.965,-20.126,86.344
13.0,2.6,36.6,11.476,7.323,23.226,-15.263,83.703,-20.948,86.287
14.0,2.7,37.7,10.698,6.568,24.271,-14.778,83.592,-21.9,86.416
15.0,2.7,38.0,10.222,6.125,26.356,-16.247,83.48,-22.968,86.586
16.0,2.8,38.2,9.537,5.601,27.93,-16.938,83.346,-24.003,86.739
17.0,2.9,38.5,8.672,4.968,28.984,-16.795,83.2,-24.999,86.881
18.0,3.0,38.7,7.7,4.314,29.024,-17.377,83.087,-25.961,87.055
19.0,3.0,38.8,6.501,3.617,27.211,-19.408,83.036,-26.858,87.279
20.0,3.1,39.1,5.466,2.986,28.817,-19.812,82.9,-27.819,87.451
21.0,3.2,39.5,4.434,2.358,30.417,-20.214,82.763,-28.776,87.633
22.0,3.3,39.3,3.577,1.641,30.785,-21.073,82.758,-29.831,87.981
23.0,3.3,39.0,2.771,0.899,30.801,-22.062,82.789,-30.912,88.385
24.0,3.4,38.8,1.888,0.263,30.088,-23.619,82.782,-32.072,88.791
25.0,3.5,38.6,0.9,-0.222,28.386,-25.609,82.739,-33.287,89.197
26.0,3.5,38.4,-0.033,-0.769,27.271,-25.697,82.792,-34.216,89.598
27.0,3.6,38.3,-0.847,-1.087,26.087,-25.76,82.701,-35.252,89.913
28.0,3.6,38.1,-1.485,-1.675,24.672,-26.71,82.64,-36.212,90.239
29.0,3.7,38.1,-1.986,-2.239,23.333,-27.915,82.621,-37.173,90.61
30.0,3.7,38.4,-2.38,-2.701,22.506,-28.421,82.617,-38.115,90.995
31.0,3.7,38.9,-2.678,-3.167,22.543,-27.451,82.582,-38.953,91.318
32.0,3.8,40.1,-2.807,-3.596,21.425,-29.951,82.547,-39.899,91.693
33.0,3.8,40.5,-2.874,-3.89,21.249,-29.528,82.512,-40.752,92.036
34.0,3.8,40.9,-2.89,-4.026,20.723,-29.901,82.485,-41.577,92.38
35.0,3.8,41.2,-2.927,-4.043,20.248,-30.987,82.465,-42.399,92.734
36.0,3.8,41.2,-3.086,-4.021,21.163,-30.576,82.446,-43.221,93.095
37.0,3.8,40.9,-3.114,-3.953,20.551,-32.075,82.468,-44.149,93.55
38.0,3.9,40.6,-3.276,-3.99,20.3,-32.222,82.439,-44.987,93.921
39.0,3.9,40.3,-3.471,-4.091,20.439,-32.433,82.442,-45.84,94.335
40.0,3.9,40.2,-3.656,-4.236,20.705,-33.031,82.489,-46.715,94.804
41.0,3.9,40.0,-3.875,-4.428,20.074,-32.433,82.456,-47.433,95.13
42.0,3.9,39.7,-3.91,-4.679,20.511,-32.913,82.471,-48.253,95.555
43.0,3.9,39.4,-3.917,-4.967,20.735,-32.939,82.469,-49.001,95.933
44.0,3.8,39.0,-3.914,-5.284,20.963,-32.507,82.46,-49.685,96.275
45.0,3.8,38.6,-3.883,-5.622,21.982,-32.073,82.482,-50.374,96.651
46.0,3.8,38.2,-3.851,-5.88,22.387,-31.997,82.355,-50.901,96.819
47.0,3.8,38.1,-3.948,-6.131,23.163,-31.946,82.376,-51.668,97.243
48.0,3.8,37.9,-4.157,-6.311,23.947,-31.874,82.495,-52.541,97.81
49.0,3.7,36.9,-4.439,-6.301,24.008,-31.746,82.597,-53.258,98.281
50.0,3.7,36.4,-4.751,-6.101,25.927,-30.614,82.529,-53.711,98.47
51.0,3.7,35.8,-5.075,-5.886,27.53,-29.403,82.489,-54.296,98.756
52.0,3.6,35.1,-5.407,-5.683,28.772,-28.357,82.481,-54.965,99.118
53.0,3.6,34.6,-5.736,-5.526,30.008,-27.929,82.475,-55.512,99.419
54.0,3.6,34.6,-6.103,-5.476,31.236,-28.431,82.503,-56.222,99.84
55.0,3.5,34.5,-6.443,-5.504,32.066,-28.43,82.561,-56.964,100.307
56.0,3.5,34.0,-6.729,-5.619,32.472,-27.677,82.644,-57.696,100.793
57.0,3.4,33.5,-6.876,-5.933,33.258,-27.373,82.704,-58.354,101.221
58.0,3.4,33.0,-6.87,-6.169,32.507,-27.315,82.792,-59.001,101.668
59.0,3.3,32.5,-6.751,-6.372,31.369,-27.363,82.843,-59.517,102.01
60.0,3.2,32.4,-6.522,-6.578,30.916,-27.412,82.775,-59.726,102.076
61.0,3.2,31.4,-6.298,-6.588,30.477,-27.475,82.84,-60.252,102.437
62.0,3.1,30.8,-6.095,-6.667,30.345,-27.699,82.885,-60.777,102.783
63.0,3.1,30.5,-5.911,-6.833,30.527,-28.087,82.897,-61.272,103.086
64.0,3.0,30.3,-5.728,-6.999,30.708,-28.474,82.908,-61.767,103.39
65.0,3.0,30.0,-5.545,-7.165,30.889,-28.861,82.92,-62.262,103.696
66.0,2.9,29.8,-5.445,-7.321,30.915,-29.299,82.931,-62.755,104.001
67.0,2.9,29.8,-5.609,-7.446,30.453,-29.895,82.938,-63.24,104.301
68.0,2.8,29.8,-5.913,-7.469,30.561,-30.475,82.945,-63.785,104.638
69.0,2.8,29.7,-6.322,-7.439,30.579,-30.445,82.98,-64.311,104.987
70.0,2.7,29.6,-6.851,-7.361,30.215,-29.384,83.063,-64.782,105.34
71.0,2.7,29.4,-7.338,-7.379,30.39,-28.984,83.052,-65.282,105.64
72.0,2.6,29.2,-7.777,-7.579,30.004,-28.5,83.065,-65.837,105.995
73.0,2.6,29.1,-8.165,-7.974,28.94,-27.863,83.112,-66.451,106.414
74.0,2.5,28.9,-8.246,-8.375,28.83,-27.216,83.147,-66.675,106.58
75.0,2.5,28.6,-8.325,-8.86,28.722,-26.567,83.216,-67.14,106.926
76.0,2.4,28.3,-8.388,-9.392,28.59,-25.872,83.312,-67.781,107.404
77.0,2.3,28.1,-8.213,-9.627,28.085,-24.536,83.367,-68.103,107.652
78.0,2.3,28.0,-7.984,-9.655,27.559,-23.446,83.402,-68.542,107.956
79.0,2.2,28.0,-7.724,-9.521,26.965,-22.542,83.423,-69.049,108.295
80.0,2.1,28.2,-7.581,-9.265,25.742,-21.678,83.466,-69.344,108.517
81.0,2.1,28.7,-7.56,-9.035,25.016,-20.466,83.488,-69.762,108.802
82.0,2.0,29.2,-7.657,-8.904,24.562,-19.032,83.507,-70.269,109.141
83.0,1.9,29.4,-8.135,-9.94,22.675,-18.171,83.693,-70.742,109.591
84.0,1.8,29.3,-8.874,-10.981,20.546,-17.306,83.927,-71.22,110.077
85.0,1.7,29.0,-9.842,-12.025,18.208,-16.437,84.201,-71.703,110.596
86.0,1.6,28.6,-10.809,-13.069,15.87,-15.569,84.475,-72.186,111.117
87.0,1.5,28.2,-11.777,-14.113,13.532,-14.701,84.749,-72.669,111.639
88.0,1.4,27.9,-12.744,-15.157,11.194,-13.833,85.023,-73.152,112.162
89.0,1.3,24.9,-13.654,-17.424,8.995,-11.234,85.79,-73.521,112.984
90.0,1.2,21.9,-14.829,-19.896,6.443,-8.228,86.493,-73.889,113.763
91.0,1.1,19.1,-16.469,-22.682,3.271,-4.573,87.069,-74.261,114.443
92.0,1.0,17.5,-18.034,-23.943,1.156,-2.277,87.103,-74.272,114.474
93.0,0.9,16.3,-19.481,-24.781,-0.162,-0.358,86.793,-74.731,114.536
94.0,0.7,15.5,-20.548,-25.617,0.493,1.556,85.724,-77.335,115.453
95.0,0.6,14.7,-21.616,-26.453,1.15,3.472,84.654,-79.941,116.434
96.0,0.4,13.7,-22.735,-27.286,1.715,5.378,83.753,-82.371,117.472
97.0,0.2,8.1,-25.177,-27.997,-0.116,7.006,87.345,-80.126,118.548
98.0,0.0,2.9,-28.168,-28.225,-2.36,8.094,88.987,-77.913,118.32
0.0,2.4,0.0,,-11.0,,0.0,84.589,-16.442,86.172
1.0,2.3,,,-10.038,,-0.325,83.145,-7.909,83.524
2.0,2.3,,,-6.949,,-6.117,82.108,-6.837,82.398
3.0,2.4,,,-3.345,,-2.41,83.935,-8.809,84.408
4.0,2.4,,,0.26,,1.297,85.763,-10.782,86.455
5.0,2.4,,,1.373,,-1.921,85.398,-11.061,86.16
6.0,2.5,,,2.257,,-3.617,85.188,-12.36,86.132
7.0,2.5,,,3.12,,-4.797,85.053,-13.958,86.236
8.0,2.5,,,4.017,,-7.729,85.031,-15.523,86.475
9.0,2.6,,,4.642,,-11.802,85.068,-16.828,86.747
10.0,2.6,,,4.655,,-14.16,85.02,-17.768,86.88
11.0,2.7,,,4.719,,-15.486,85.165,-19.093,87.296
12.0,2.7,,,4.782,,-16.811,85.31,-20.418,87.732
13.0,2.8,,,4.779,,-19.816,85.232,-21.782,87.981
14.0,2.8,,,4.361,,-19.277,85.301,-22.822,88.306
15.0,2.9,,,3.873,,-18.475,85.184,-23.963,88.494
16.0,2.9,,,3.39,,-18.896,84.99,-25.222,88.66
17.0,3.0,,,2.685,,-18.573,85.161,-26.235,89.117
18.0,3.1,,,2.11,,-18.253,85.046,-27.55,89.404
19.0,3.1,,,1.569,,-17.857,85.044,-28.588,89.729
20.0,3.2,,,1.03,,-17.458,85.05,-29.608,90.066
21.0,3.3,,,0.713,,-17.202,84.992,-30.463,90.296
22.0,3.4,,,0.67,,-16.975,84.888,-31.22,90.455
23.0,3.4,,,0.797,,-16.612,84.788,-32.083,90.663
24.0,3.5,,,1.03,,-17.125,84.498,-32.872,90.68
25.0,3.5,,,1.112,,-19.158,84.388,-33.749,90.901
26.0,3.6,,,1.128,,-20.006,84.379,-34.661,91.235
27.0,3.7,,,1.051,,-20.534,84.323,-35.581,91.538
28.0,3.7,,,0.868,,-21.997,84.147,-36.495,91.737
29.0,3.8,,,0.684,,-24.038,84.094,-37.407,92.056
30.0,3.8,,,0.632,,-25.279,84.169,-38.167,92.431
31.0,3.8,,,0.578,,-26.51,84.097,-39.102,92.755
32.0,3.9,,,0.529,,-28.106,84.026,-40.07,93.103
33.0,3.9,,,0.486,,-30.004,84.097,-40.913,93.53
34.0,3.9,,,0.248,,-29.611,83.989,-41.81,93.829
35.0,3.9,,,0.048,,-30.437,83.928,-42.655,94.154
36.0,4.0,,,-0.3,,-31.877,83.876,-43.415,94.454
37.0,4.0,,,-0.785,,-33.345,83.867,-44.213,94.815
38.0,4.0,,,-1.274,,-33.999,83.983,-45.311,95.435
39.0,4.0,,,-2.013,,-34.264,84.072,-46.229,95.952
40.0,4.0,,,-2.786,,-34.668,84.195,-47.251,96.555
41.0,4.0,,,-3.515,,-35.009,84.272,-48.196,97.09
42.0,4.0,,,-4.134,,-35.053,84.223,-48.865,97.38
43.0,4.0,,,-4.726,,-36.172,84.335,-49.88,97.99
44.0,4.0,,,-5.116,,-36.163,84.483,-50.91,98.644
45.0,4.0,,,-5.328,,-35.522,84.626,-51.891,99.276
46.0,4.0,,,-5.383,,-34.76,84.723,-52.748,99.808
47.0,4.0,,,-5.438,,-33.998,84.819,-53.604,100.344
48.0,3.9,,,-5.399,,-33.488,84.892,-54.429,100.848
49.0,3.9,,,-5.284,,-33.028,84.944,-55.203,101.31
50.0,3.9,,,-5.155,,-31.948,84.974,-55.865,101.698
51.0,3.8,,,-5.026,,-30.869,85.005,-56.526,102.088
52.0,3.8,,,-4.915,,-30.1,85.044,-57.185,102.488
53.0,3.7,,,-4.835,,-29.834,85.1,-57.841,102.902
54.0,3.7,,,-4.738,,-30.01,85.13,-58.444,103.268
55.0,3.6,,,-4.627,,-30.113,85.23,-59.114,103.729
56.0,3.6,,,-4.492,,-30.036,85.37,-59.829,104.253
57.0,3.5,,,-4.255,,-29.182,85.399,-60.476,104.649
58.0,3.5,,,-3.945,,-28.597,85.36,-60.965,104.899
59.0,3.4,,,-3.592,,-28.284,85.295,-61.358,105.075
60.0,3.4,,,-3.21,,-28.422,85.25,-61.675,105.224
61.0,3.3,,,-3.022,,-28.839,85.225,-62.173,105.496
62.0,3.3,,,-3.173,,-29.052,85.213,-62.691,105.792
63.0,3.2,,,-3.833,,-28.789,85.217,-63.164,106.077
64.0,3.2,,,-4.493,,-28.526,85.222,-63.638,106.363
65.0,3.1,,,-5.152,,-28.263,85.226,-64.111,106.65
66.0,3.0,,,-5.812,,-28.0,85.23,-64.584,106.939
67.0,3.0,,,-6.472,,-27.737,85.234,-65.058,107.229
68.0,2.9,,,-6.86,,-27.607,85.288,-65.565,107.58
69.0,2.9,,,-6.985,,-27.606,85.39,-66.106,107.991
70.0,2.8,,,-7.111,,-27.605,85.491,-66.646,108.403
71.0,2.8,,,-6.993,,-27.463,85.606,-67.177,108.82
72.0,2.7,,,-6.676,,-27.192,85.722,-67.698,109.233
73.0,2.7,,,-6.401,,-26.701,85.703,-68.179,109.517
74.0,2.6,,,-6.126,,-26.209,85.683,-68.66,109.801
75.0,2.6,,,-5.851,,-25.728,85.668,-69.138,110.088
76.0,2.5,,,-5.624,,-25.699,85.838,-69.462,110.423
77.0,2.5,,,-5.496,,-25.454,85.922,-69.816,110.711
78.0,2.4,,,-5.469,,-24.993,85.92,-70.201,110.952
79.0,2.3,,,-5.441,,-24.531,85.918,-70.585,111.195
80.0,2.3,,,-5.414,,-24.07,85.916,-70.97,111.438
81.0,2.2,,,-5.387,,-23.608,85.915,-71.354,111.681
82.0,2.1,,,-5.36,,-23.147,85.913,-71.739,111.926
83.0,2.1,,,-5.484,,-22.451,85.909,-72.124,112.17
84.0,2.0,,,-5.923,,-21.266,85.902,-72.51,112.413
85.0,1.9,,,-6.362,,-20.081,85.894,-72.896,112.657
86.0,1.8,,,-6.959,,-18.791,85.984,-73.324,113.003
87.0,1.7,,,-8.171,,-17.09,86.451,-73.917,113.744
88.0,1.5,,,-9.382,,-15.39,86.918,-74.509,114.485
89.0,1.4,,,-10.593,,-13.69,87.385,-75.102,115.226
90.0,1.3,,,-11.804,,-11.989,87.851,-75.695,115.968
91.0,1.2,,,-13.016,,-10.289,88.318,-76.287,116.71
92.0,1.1,,,-14.227,,-8.589,88.785,-76.88,117.452
93.0,1.0,,,-16.175,,-6.764,89.937,-77.592,118.792
94.0,0.8,,,-18.082,,-5.119,91.099,-78.509,120.275
95.0,0.7,,,-19.119,,-4.407,91.672,-80.246,121.843
