Position,Height above ground [m],Opening Angle [°],Stalling Angle Left [°],Stalling Angle Right [°],Roll Angle Left [°],Roll Angle Right [°],Speed hor. [km/h],Speed vert. [km/h],Speed resulting [km/h]
100.0,0.0,6.5,-24.712,-31.061,-2.686,-3.782,79.38,-74.453,108.833
98.5,0.0,6.9,-29.803,-24.184,-0.829,4.142,78.311,-71.51,106.066
0.0,2.4,0.0,-11.0,-11.0,0.0,0.0,82.365,-16.01,83.906
1.0,2.3,1.9,-11.091,-11.142,-1.511,0.077,78.69,-10.658,79.411
2.0,2.3,4.1,-8.175,-8.502,-3.048,1.96,78.953,-7.929,79.355
3.0,2.3,6.8,-4.509,-5.674,-4.385,4.877,80.321,-9.282,80.862
4.0,2.3,9.4,-0.836,-2.84,-5.725,7.8,81.692,-10.638,82.39
5.0,2.3,11.6,2.588,-0.662,-5.515,9.207,82.544,-12.169,83.449
6.0,2.3,12.8,5.481,0.11,-1.993,7.373,82.287,-14.075,83.506
7.0,2.4,14.5,8.066,0.74,1.75,5.099,81.968,-15.741,83.503
8.0,2.4,19.6,8.179,0.23,7.261,-0.702,81.147,-15.488,82.654
9.0,2.4,23.0,8.43,0.759,8.538,-2.251,81.263,-17.339,83.143
10.0,2.4,27.2,8.014,0.791,13.052,-5.265,81.035,-18.228,83.116
11.0,2.5,28.6,8.199,1.389,17.124,-6.005,80.896,-19.271,83.219
12.0,2.5,29.2,8.58,2.166,20.953,-6.039,80.795,-20.395,83.39
13.0,2.5,31.0,9.323,3.266,24.091,-6.852,80.628,-21.39,83.486
14.0,2.6,33.2,9.965,4.49,26.704,-7.31,80.413,-22.367,83.546
15.0,2.6,34.5,10.176,5.617,29.128,-7.683,80.207,-23.429,83.644
16.0,2.7,35.4,10.46,6.805,30.688,-9.996,80.025,-24.457,83.772
17.0,2.7,36.1,10.383,7.573,30.773,-10.171,79.919,-25.56,84.005
18.0,2.8,36.2,10.676,8.165,30.658,-11.836,79.635,-26.416,83.997
19.0,2.9,36.0,10.747,8.244,30.408,-15.044,79.429,-27.233,84.065
20.0,2.9,35.8,11.181,8.262,30.403,-17.37,79.239,-28.183,84.193
21.0,3.0,35.9,11.7,8.344,27.921,-20.83,78.987,-28.937,84.221
22.0,3.0,35.9,12.278,8.374,27.242,-22.737,78.681,-29.538,84.156
23.0,3.1,36.0,12.737,8.34,28.111,-23.512,78.438,-30.277,84.2
24.0,3.1,36.5,12.874,8.264,27.938,-24.609,78.261,-31.148,84.355
25.0,3.2,37.1,12.73,8.075,28.236,-24.315,77.959,-31.698,84.292
26.0,3.2,38.0,12.249,7.952,28.972,-25.028,77.822,-32.438,84.459
27.0,3.3,38.7,11.558,7.799,29.981,-25.624,77.501,-32.986,84.391
28.0,3.3,38.9,10.788,7.564,31.081,-26.268,77.306,-33.795,84.535
29.0,3.4,38.9,9.85,7.211,31.949,-26.956,77.106,-34.502,84.644
30.0,3.4,38.9,8.749,6.718,32.142,-27.495,76.876,-35.221,84.732
31.0,3.4,39.1,7.516,6.047,31.98,-28.629,76.648,-35.957,84.838
32.0,3.5,39.2,6.238,5.208,32.141,-30.49,76.473,-36.613,84.972
33.0,3.5,39.3,5.146,4.338,32.563,-30.317,76.388,-37.378,85.235
34.0,3.5,39.6,4.059,3.397,33.405,-31.79,76.376,-38.116,85.555
35.0,3.6,39.9,3.229,2.711,33.123,-32.059,76.337,-39.063,85.954
36.0,3.6,40.2,2.393,2.116,33.103,-32.434,76.306,-39.845,86.296
37.0,3.6,40.4,1.55,1.692,33.187,-32.809,76.247,-40.653,86.628
38.0,3.6,40.5,0.65,1.439,32.654,-33.341,76.181,-41.539,86.997
39.0,3.6,40.4,-0.356,1.258,31.418,-34.116,76.139,-42.366,87.371
40.0,3.6,40.0,-1.343,1.051,31.512,-34.095,76.022,-42.991,87.588
41.0,3.6,39.5,-2.314,0.747,30.502,-35.075,76.009,-43.951,88.05
42.0,3.6,39.0,-3.02,0.352,29.092,-35.94,75.975,-44.654,88.385
43.0,3.6,38.7,-3.624,-0.029,28.239,-36.63,75.942,-45.329,88.718
44.0,3.6,38.6,-4.058,-0.284,27.821,-37.525,75.928,-46.054,89.093
45.0,3.5,38.5,-4.197,-0.364,27.225,-38.848,75.934,-46.803,89.5
46.0,3.5,38.5,-4.07,-0.391,26.013,-39.641,75.952,-47.513,89.908
47.0,3.5,38.5,-3.871,-0.273,26.355,-39.843,75.917,-48.19,90.261
48.0,3.5,38.7,-3.656,-0.008,26.589,-40.383,75.907,-48.844,90.621
49.0,3.4,38.8,-3.297,0.38,26.821,-40.408,75.882,-49.46,90.951
50.0,3.4,38.8,-2.763,0.848,27.187,-39.569,75.821,-50.042,91.238
51.0,3.3,38.8,-2.23,1.314,27.552,-38.731,75.759,-50.624,91.529
52.0,3.3,38.2,-1.705,1.561,28.07,-37.624,75.711,-51.208,91.827
53.0,3.3,38.1,-1.314,1.796,28.622,-36.5,75.646,-51.684,92.055
54.0,3.2,37.8,-1.009,1.943,29.038,-35.551,75.544,-52.179,92.27
55.0,3.1,37.2,-0.79,1.922,29.315,-34.752,75.405,-52.711,92.474
56.0,3.1,36.9,-0.822,1.643,29.906,-33.51,75.267,-52.943,92.491
57.0,3.0,36.7,-0.794,1.297,30.212,-35.018,75.154,-53.379,92.668
58.0,3.0,36.6,-0.845,0.834,30.618,-34.902,75.053,-53.794,92.852
59.0,2.9,36.7,-1.045,0.22,31.123,-34.008,74.971,-54.244,93.072
60.0,2.9,37.1,-1.415,-0.548,31.663,-33.759,74.911,-54.808,93.37
61.0,2.8,37.5,-1.786,-1.316,32.203,-33.511,74.851,-55.371,93.672
62.0,2.7,37.5,-2.182,-2.247,32.37,-32.764,74.827,-55.906,93.991
63.0,2.7,37.4,-2.583,-3.216,32.45,-31.901,74.81,-56.433,94.316
64.0,2.6,37.3,-2.983,-3.956,32.53,-31.098,74.798,-56.956,94.637
65.0,2.5,37.0,-3.379,-3.947,32.61,-30.491,74.795,-57.461,94.942
66.0,2.4,36.6,-3.775,-3.939,32.689,-29.885,74.793,-57.966,95.249
67.0,2.4,36.3,-4.171,-3.93,32.768,-29.278,74.79,-58.471,95.557
68.0,2.3,36.0,-4.567,-3.922,32.847,-28.673,74.788,-58.975,95.867
69.0,2.3,35.7,-4.962,-3.914,32.926,-28.067,74.785,-59.48,96.179
70.0,2.2,35.3,-5.357,-3.905,33.005,-27.462,74.783,-59.983,96.491
71.0,2.1,35.3,-5.704,-3.67,32.116,-27.456,74.775,-60.46,96.792
72.0,2.1,35.3,-6.031,-3.339,30.819,-27.701,74.765,-60.925,97.089
73.0,2.0,35.2,-6.373,-3.061,29.466,-27.858,74.754,-61.399,97.393
74.0,1.9,33.9,-7.058,-3.894,26.903,-26.167,74.724,-62.058,97.821
75.0,1.8,32.7,-7.741,-4.727,24.342,-24.477,74.694,-62.717,98.252
76.0,1.7,31.4,-8.424,-5.558,21.783,-22.788,74.665,-63.375,98.686
77.0,1.6,30.2,-9.107,-6.389,19.226,-21.1,74.635,-64.033,99.123
78.0,1.6,28.9,-9.789,-7.22,16.671,-19.415,74.605,-64.69,99.563
79.0,1.5,27.0,-10.91,-8.559,13.576,-15.949,74.651,-65.327,100.049
80.0,1.4,24.7,-12.275,-10.179,10.183,-11.498,74.739,-65.952,100.563
81.0,1.3,22.4,-13.639,-11.799,6.792,-7.049,74.828,-66.577,101.078
82.0,1.1,20.6,-15.673,-13.697,4.453,-4.375,74.869,-66.996,101.428
83.0,1.0,18.9,-17.791,-15.63,2.248,-1.928,74.904,-67.389,101.758
84.0,0.9,17.2,-20.011,-17.559,0.15,0.514,75.046,-67.819,102.188
85.0,0.8,15.6,-22.861,-19.462,-1.282,2.922,75.854,-68.476,103.235
86.0,0.7,11.6,-25.439,-21.205,-1.158,5.128,77.415,-68.679,104.507
87.0,0.6,7.3,-27.954,-23.033,-0.488,7.258,79.141,-68.82,105.855
88.0,0.5,6.0,-30.622,-25.564,0.223,9.366,80.391,-69.431,107.148
89.0,0.3,3.3,-33.401,-29.112,0.963,6.642,77.729,-71.242,106.397
90.0,0.1,1.3,-35.347,-31.971,0.81,2.791,75.272,-72.627,105.548
90.5,0.0,1.6,-35.373,-32.195,-0.242,1.866,76.055,-72.315,105.808
0.0,2.4,0.0,-11.0,-11.0,0.0,0.0,82.365,-16.01,83.906
1.0,2.3,1.9,-11.091,-11.142,-1.511,0.077,78.69,-10.658,79.411
2.0,2.3,4.1,-8.175,-8.502,-3.048,1.96,78.953,-7.929,79.355
3.0,2.3,6.8,-4.509,-5.674,-4.385,4.877,80.321,-9.282,80.862
4.0,2.3,9.4,-0.836,-2.84,-5.725,7.8,81.692,-10.638,82.39
5.0,2.3,11.6,2.588,-0.662,-5.515,9.207,82.544,-12.169,83.449
6.0,2.3,12.8,5.481,0.11,-1.993,7.373,82.287,-14.075,83.506
7.0,2.4,14.5,8.066,0.74,1.75,5.099,81.968,-15.741,83.503
8.0,2.4,19.6,8.179,0.23,7.261,-0.702,81.147,-15.488,82.654
9.0,2.4,23.0,8.43,0.759,8.538,-2.251,81.263,-17.339,83.143
10.0,2.4,27.2,8.014,0.791,13.052,-5.265,81.035,-18.228,83.116
11.0,2.5,28.6,8.199,1.389,17.124,-6.005,80.896,-19.271,83.219
12.0,2.5,29.2,8.58,2.166,20.953,-6.039,80.795,-20.395,83.39
13.0,2.5,31.0,9.323,3.266,24.091,-6.852,80.628,-21.39,83.486
14.0,2.6,33.2,9.965,4.49,26.704,-7.31,80.413,-22.367,83.546
15.0,2.6,34.5,10.176,5.617,29.128,-7.683,80.207,-23.429,83.644
16.0,2.7,35.4,10.46,6.805,30.688,-9.996,80.025,-24.457,83.772
17.0,2.7,36.1,10.383,7.573,30.773,-10.171,79.919,-25.56,84.005
18.0,2.8,36.2,10.676,8.165,30.658,-11.836,79.635,-26.416,83.997
19.0,2.9,36.0,10.747,8.244,30.408,-15.044,79.429,-27.233,84.065
20.0,2.9,35.8,11.181,8.262,30.403,-17.37,79.239,-28.183,84.193
21.0,3.0,35.9,11.7,8.344,27.921,-20.83,78.987,-28.937,84.221
22.0,3.0,35.9,12.278,8.374,27.242,-22.737,78.681,-29.538,84.156
23.0,3.1,36.0,12.737,8.34,28.111,-23.512,78.438,-30.277,84.2
24.0,3.1,36.5,12.874,8.264,27.938,-24.609,78.261,-31.148,84.355
25.0,3.2,37.1,12.73,8.075,28.236,-24.315,77.959,-31.698,84.292
26.0,3.2,38.0,12.249,7.952,28.972,-25.028,77.822,-32.438,84.459
27.0,3.3,38.7,11.558,7.799,29.981,-25.624,77.501,-32.986,84.391
28.0,3.3,38.9,10.788,7.564,31.081,-26.268,77.306,-33.795,84.535
29.0,3.4,38.9,9.85,7.211,31.949,-26.956,77.106,-34.502,84.644
30.0,3.4,38.9,8.749,6.718,32.142,-27.495,76.876,-35.221,84.732
31.0,3.4,39.1,7.516,6.047,31.98,-28.629,76.648,-35.957,84.838
32.0,3.5,39.2,6.238,5.208,32.141,-30.49,76.473,-36.613,84.972
33.0,3.5,39.3,5.146,4.338,32.563,-30.317,76.388,-37.378,85.235
34.0,3.5,39.6,4.059,3.397,33.405,-31.79,76.376,-38.116,85.555
35.0,3.6,39.9,3.229,2.711,33.123,-32.059,76.337,-39.063,85.954
36.0,3.6,40.2,2.393,2.116,33.103,-32.434,76.306,-39.845,86.296
37.0,3.6,40.4,1.55,1.692,33.187,-32.809,76.247,-40.653,86.628
38.0,3.6,40.5,0.65,1.439,32.654,-33.341,76.181,-41.539,86.997
39.0,3.6,40.4,-0.356,1.258,31.418,-34.116,76.139,-42.366,87.371
40.0,3.6,40.0,-1.343,1.051,31.512,-34.095,76.022,-42.991,87.588
41.0,3.6,39.5,-2.314,0.747,30.502,-35.075,76.009,-43.951,88.05
42.0,3.6,39.0,-3.02,0.352,29.092,-35.94,75.975,-44.654,88.385
43.0,3.6,38.7,-3.624,-0.029,28.239,-36.63,75.942,-45.329,88.718
44.0,3.6,38.6,-4.058,-0.284,27.821,-37.525,75.928,-46.054,89.093
45.0,3.5,38.5,-4.197,-0.364,27.225,-38.848,75.934,-46.803,89.5
46.0,3.5,38.5,-4.07,-0.391,26.013,-39.641,75.952,-47.513,89.908
47.0,3.5,38.5,-3.871,-0.273,26.355,-39.843,75.917,-48.19,90.261
48.0,3.5,38.7,-3.656,-0.008,26.589,-40.383,75.907,-48.844,90.621
49.0,3.4,38.8,-3.297,0.38,26.821,-40.408,75.882,-49.46,90.951
50.0,3.4,38.8,-2.763,0.848,27.187,-39.569,75.821,-50.042,91.238
51.0,3.3,38.8,-2.23,1.314,27.552,-38.731,75.759,-50.624,91.529
52.0,3.3,38.2,-1.705,1.561,28.07,-37.624,75.711,-51.208,91.827
53.0,3.3,38.1,-1.314,1.796,28.622,-36.5,75.646,-51.684,92.055
54.0,3.2,37.8,-1.009,1.943,29.038,-35.551,75.544,-52.179,92.27
55.0,3.1,37.2,-0.79,1.922,29.315,-34.752,75.405,-52.711,92.474
56.0,3.1,36.9,-0.822,1.643,29.906,-33.51,75.267,-52.943,92.491
57.0,3.0,36.7,-0.794,1.297,30.212,-35.018,75.154,-53.379,92.668
58.0,3.0,36.6,-0.845,0.834,30.618,-34.902,75.053,-53.794,92.852
59.0,2.9,36.7,-1.045,0.22,31.123,-34.008,74.971,-54.244,93.072
60.0,2.9,37.1,-1.415,-0.548,31.663,-33.759,74.911,-54.808,93.37
61.0,2.8,37.5,-1.786,-1.316,32.203,-33.511,74.851,-55.371,93.672
62.0,2.7,37.5,-2.182,-2.247,32.37,-32.764,74.827,-55.906,93.991
63.0,2.7,37.4,-2.583,-3.216,32.45,-31.901,74.81,-56.433,94.316
64.0,2.6,37.3,-2.983,-3.956,32.53,-31.098,74.798,-56.956,94.637
65.0,2.5,37.0,-3.379,-3.947,32.61,-30.491,74.795,-57.461,94.942
66.0,2.4,36.6,-3.775,-3.939,32.689,-29.885,74.793,-57.966,95.249
67.0,2.4,36.3,-4.171,-3.93,32.768,-29.278,74.79,-58.471,95.557
68.0,2.3,36.0,-4.567,-3.922,32.847,-28.673,74.788,-58.975,95.867
69.0,2.3,35.7,-4.962,-3.914,32.926,-28.067,74.785,-59.48,96.179
70.0,2.2,35.3,-5.357,-3.905,33.005,-27.462,74.783,-59.983,96.491
71.0,2.1,35.3,-5.704,-3.67,32.116,-27.456,74.775,-60.46,96.792
72.0,2.1,35.3,-6.031,-3.339,30.819,-27.701,74.765,-60.925,97.089
73.0,2.0,35.2,-6.373,-3.061,29.466,-27.858,74.754,-61.399,97.393
74.0,1.9,33.9,-7.058,-3.894,26.903,-26.167,74.724,-62.058,97.821
75.0,1.8,32.7,-7.741,-4.727,24.342,-24.477,74.694,-62.717,98.252
76.0,1.7,31.4,-8.424,-5.558,21.783,-22.788,74.665,-63.375,98.686
77.0,1.6,30.2,-9.107,-6.389,19.226,-21.1,74.635,-64.033,99.123
78.0,1.6,28.9,-9.789,-7.22,16.671,-19.415,74.605,-64.69,99.563
79.0,1.5,27.0,-10.91,-8.559,13.576,-15.949,74.651,-65.327,100.049
80.0,1.4,24.7,-12.275,-10.179,10.183,-11.498,74.739,-65.952,100.563
81.0,1.3,22.4,-13.639,-11.799,6.792,-7.049,74.828,-66.577,101.078
82.0,1.1,20.6,-15.673,-13.697,4.453,-4.375,74.869,-66.996,101.428
83.0,1.0,18.9,-17.791,-15.63,2.248,-1.928,74.904,-67.389,101.758
84.0,0.9,17.2,-20.011,-17.559,0.15,0.514,75.046,-67.819,102.188
85.0,0.8,15.6,-22.861,-19.462,-1.282,2.922,75.854,-68.476,103.235
86.0,0.7,11.6,-25.439,-21.205,-1.158,5.128,77.415,-68.679,104.507
87.0,0.6,7.3,-27.954,-23.033,-0.488,7.258,79.141,-68.82,105.855
88.0,0.5,6.0,-30.622,-25.564,0.223,9.366,80.391,-69.431,107.148
89.0,0.3,3.3,-33.401,-29.112,0.963,6.642,77.729,-71.242,106.397
90.0,0.1,1.3,-35.347,-31.971,0.81,2.791,75.272,-72.627,105.548
90.5,0.0,1.6,-35.373,-32.195,-0.242,1.866,76.055,-72.315,105.808
90.0,0.0,1.2,-31.984,-30.448,2.09,7.593,79.887,-74.027,109.337
0.0,2.4,0.0,-11.0,-11.0,0.0,0.0,80.825,-15.711,82.338
1.0,2.3,2.1,-10.062,-10.258,0.12,-0.688,78.361,-7.225,78.697
2.0,2.3,6.6,-6.435,-7.65,1.408,-5.182,79.576,-8.053,79.984
3.0,2.3,11.1,-2.818,-5.05,2.693,-9.663,80.787,-8.878,81.274
4.0,2.3,17.1,1.457,-2.208,2.905,-8.412,80.478,-10.085,81.107
5.0,2.4,23.1,5.797,0.659,3.011,-6.591,80.016,-11.329,80.815
6.0,2.4,27.8,7.569,2.763,4.598,-6.658,80.138,-12.758,81.148
7.0,2.4,32.0,8.411,4.587,6.716,-7.406,80.47,-14.25,81.723
8.0,2.4,35.3,7.92,5.746,8.985,-10.211,80.71,-16.127,82.306
9.0,2.4,37.3,6.483,5.803,11.57,-13.006,80.803,-17.603,82.699
10.0,2.5,37.8,5.516,5.145,14.777,-15.222,80.845,-18.54,82.944
11.0,2.5,37.2,5.214,4.524,18.043,-19.409,80.953,-20.027,83.395
12.0,2.5,36.4,5.305,4.219,19.101,-20.703,81.035,-21.18,83.759
13.0,2.6,35.7,5.395,3.913,20.163,-22.001,81.118,-22.336,84.138
14.0,2.6,35.2,5.981,3.938,22.45,-20.129,80.945,-23.12,84.182
15.0,2.6,35.0,6.716,4.213,24.028,-20.556,80.729,-24.228,84.287
16.0,2.7,35.2,7.08,4.941,24.91,-20.787,80.509,-25.036,84.312
17.0,2.7,35.6,7.313,5.81,25.594,-20.839,80.288,-25.728,84.31
18.0,2.8,36.0,7.545,6.679,26.278,-20.89,80.068,-26.42,84.315
19.0,2.9,36.4,7.751,7.565,27.338,-21.067,79.859,-27.153,84.349
20.0,2.9,36.7,7.879,8.376,28.869,-21.435,79.651,-27.898,84.396
21.0,3.0,37.2,7.887,8.769,29.657,-21.756,79.371,-28.426,84.308
22.0,3.0,37.6,7.794,8.862,31.421,-23.261,79.122,-29.182,84.333
23.0,3.1,38.2,7.049,8.324,33.432,-23.956,79.034,-30.005,84.538
24.0,3.2,39.0,6.257,7.74,35.456,-24.589,78.958,-30.83,84.764
25.0,3.2,39.7,5.083,6.626,36.505,-25.957,78.892,-31.708,85.025
26.0,3.3,40.3,3.806,5.178,37.04,-27.862,78.862,-32.641,85.35
27.0,3.3,40.4,2.781,3.797,37.225,-29.453,78.883,-33.571,85.73
28.0,3.4,40.1,2.074,2.691,36.603,-30.171,78.936,-34.43,86.118
29.0,3.4,39.6,1.619,1.932,36.275,-31.286,78.923,-35.278,86.448
30.0,3.4,39.1,1.328,1.471,35.305,-30.645,78.939,-36.233,86.858
31.0,3.5,38.9,1.035,1.184,34.42,-31.03,78.897,-36.964,87.127
32.0,3.5,38.8,0.798,0.843,34.043,-31.472,78.829,-37.758,87.406
33.0,3.5,39.0,0.569,0.49,33.746,-31.514,78.775,-38.554,87.703
34.0,3.6,39.4,0.278,0.18,33.49,-31.266,78.741,-39.251,87.982
35.0,3.6,39.7,-0.082,-0.256,34.784,-31.261,78.683,-40.033,88.282
36.0,3.6,40.0,-0.511,-0.837,34.863,-30.137,78.655,-40.826,88.62
37.0,3.6,40.1,-1.194,-1.578,35.709,-29.613,78.675,-41.604,88.998
38.0,3.6,39.8,-1.83,-2.174,37.568,-29.343,78.741,-42.427,89.444
39.0,3.6,39.2,-2.326,-2.634,39.143,-28.461,78.8,-43.261,89.894
40.0,3.7,38.5,-2.688,-3.046,39.243,-26.653,78.8,-44.055,90.279
41.0,3.7,37.6,-2.88,-3.157,39.709,-26.664,78.787,-44.842,90.654
42.0,3.7,36.8,-3.275,-3.075,39.483,-25.364,78.788,-45.535,91.0
43.0,3.7,35.9,-3.541,-2.698,39.462,-25.846,78.799,-46.206,91.348
44.0,3.7,35.1,-3.628,-2.13,39.264,-26.503,78.793,-46.853,91.671
45.0,3.7,34.4,-3.53,-1.49,38.657,-26.029,78.752,-47.456,91.945
46.0,3.6,33.7,-3.204,-0.811,38.522,-26.485,78.711,-47.97,92.177
47.0,3.6,33.2,-2.768,-0.368,38.196,-27.026,78.646,-48.556,92.428
48.0,3.6,33.0,-2.382,-0.186,37.767,-28.056,78.513,-49.134,92.621
49.0,3.6,33.0,-2.04,-0.345,37.292,-29.141,78.434,-49.748,92.881
50.0,3.6,33.2,-1.726,-0.891,36.826,-29.684,78.53,-50.441,93.334
51.0,3.5,33.5,-1.824,-1.647,36.435,-29.574,78.448,-50.891,93.509
52.0,3.5,33.6,-1.981,-2.276,36.45,-30.533,78.451,-51.372,93.775
53.0,3.5,33.6,-2.303,-2.838,36.205,-31.492,78.495,-51.941,94.124
54.0,3.5,33.4,-2.779,-3.321,35.726,-31.829,78.554,-52.607,94.543
55.0,3.4,33.2,-3.212,-3.584,36.099,-30.956,78.625,-53.326,95.003
56.0,3.4,32.8,-3.573,-3.821,35.075,-30.609,78.672,-53.813,95.317
57.0,3.3,32.4,-3.764,-3.993,34.492,-30.431,78.715,-54.302,95.629
58.0,3.3,32.0,-3.828,-4.117,34.416,-30.326,78.758,-54.817,95.957
59.0,3.3,31.6,-3.893,-4.241,34.339,-30.221,78.801,-55.332,96.288
60.0,3.2,31.5,-3.785,-4.252,34.767,-30.139,78.831,-55.7,96.524
61.0,3.2,31.6,-3.75,-4.486,35.528,-29.716,78.896,-56.138,96.83
62.0,3.1,31.8,-3.771,-4.872,36.481,-29.067,78.984,-56.63,97.188
63.0,3.1,32.0,-3.792,-5.257,37.435,-28.419,79.072,-57.122,97.547
64.0,3.1,32.1,-3.917,-5.64,37.593,-27.775,79.062,-57.741,97.903
65.0,3.0,32.1,-4.049,-6.023,37.696,-27.131,79.045,-58.369,98.261
66.0,3.0,32.1,-4.25,-6.333,38.119,-26.152,79.05,-58.95,98.611
67.0,2.9,31.8,-4.657,-6.421,39.508,-24.16,79.118,-59.39,98.929
68.0,2.9,31.7,-5.104,-6.338,40.17,-22.642,79.104,-59.887,99.217
69.0,2.8,31.8,-5.345,-6.267,40.616,-21.978,79.146,-60.523,99.636
70.0,2.8,31.9,-5.397,-6.225,40.949,-22.022,79.249,-61.276,100.176
71.0,2.7,32.0,-5.45,-6.182,41.282,-22.065,79.351,-62.028,100.719
72.0,2.7,32.1,-5.502,-6.14,41.614,-22.107,79.453,-62.779,101.263
73.0,2.7,32.2,-5.346,-6.098,41.555,-22.151,79.482,-63.187,101.54
74.0,2.6,32.1,-4.848,-6.054,40.851,-22.196,79.39,-63.035,101.377
75.0,2.6,31.6,-4.399,-5.434,39.738,-22.86,79.405,-63.404,101.618
76.0,2.5,31.0,-3.951,-4.815,38.626,-23.523,79.42,-63.772,101.86
77.0,2.5,30.5,-3.504,-4.196,37.516,-24.186,79.434,-64.14,102.103
78.0,2.4,29.9,-3.057,-3.578,36.406,-24.848,79.449,-64.508,102.346
79.0,2.4,30.0,-2.972,-3.076,35.29,-25.268,79.444,-64.916,102.6
80.0,2.3,30.3,-3.125,-2.768,34.253,-25.188,79.442,-65.3,102.841
81.0,2.2,30.6,-3.52,-2.755,33.36,-24.324,79.456,-65.617,103.052
82.0,2.1,30.9,-3.914,-2.741,32.469,-23.461,79.47,-65.933,103.265
83.0,2.1,31.0,-4.376,-3.033,31.235,-22.722,79.513,-66.285,103.522
84.0,2.0,31.1,-4.907,-3.64,29.649,-22.111,79.586,-66.673,103.827
85.0,1.9,31.1,-5.437,-4.245,28.068,-21.501,79.658,-67.06,104.131
86.0,1.8,31.2,-5.968,-4.851,26.482,-20.89,79.73,-67.448,104.437
87.0,1.7,31.1,-6.488,-5.468,24.776,-20.115,79.818,-67.823,104.747
88.0,1.6,30.0,-6.946,-6.135,22.419,-18.447,79.993,-68.121,105.074
89.0,1.5,29.1,-7.283,-6.737,19.756,-17.2,80.235,-68.405,105.443
90.0,1.4,28.2,-7.566,-7.311,16.962,-16.136,80.507,-68.683,105.83
91.0,1.3,27.4,-7.85,-7.885,14.166,-15.071,80.778,-68.961,106.216
92.0,1.2,26.0,-8.973,-9.467,11.619,-13.568,81.054,-69.132,106.538
93.0,1.1,24.4,-10.363,-11.37,9.151,-11.926,81.331,-69.27,106.839
94.0,0.9,22.8,-11.753,-13.273,6.681,-10.284,81.608,-69.408,107.141
95.0,0.8,21.2,-13.144,-15.178,4.209,-8.64,81.885,-69.546,107.443
96.0,0.7,19.6,-14.536,-17.083,1.736,-6.995,82.163,-69.684,107.745
97.0,0.5,18.0,-15.93,-18.991,-0.74,-5.349,82.441,-69.823,108.048
98.0,0.4,16.6,-18.003,-20.844,-1.559,-3.75,83.448,-72.649,110.645
99.0,0.2,13.9,-20.674,-23.899,-1.989,-2.762,83.452,-75.235,112.36
100.0,0.0,6.5,-24.712,-31.061,-2.686,-3.782,79.38,-74.453,108.833
0.0,2.4,0.0,-11.0,-11.0,0.0,0.0,80.825,-15.711,82.338
1.0,2.3,2.1,-10.062,-10.258,0.12,-0.688,78.361,-7.225,78.697
2.0,2.3,6.6,-6.435,-7.65,1.408,-5.182,79.576,-8.053,79.984
3.0,2.3,11.1,-2.818,-5.05,2.693,-9.663,80.787,-8.878,81.274
4.0,2.3,17.1,1.457,-2.208,2.905,-8.412,80.478,-10.085,81.107
5.0,2.4,23.1,5.797,0.659,3.011,-6.591,80.016,-11.329,80.815
6.0,2.4,27.8,7.569,2.763,4.598,-6.658,80.138,-12.758,81.148
7.0,2.4,32.0,8.411,4.587,6.716,-7.406,80.47,-14.25,81.723
8.0,2.4,35.3,7.92,5.746,8.985,-10.211,80.71,-16.127,82.306
9.0,2.4,37.3,6.483,5.803,11.57,-13.006,80.803,-17.603,82.699
10.0,2.5,37.8,5.516,5.145,14.777,-15.222,80.845,-18.54,82.944
11.0,2.5,37.2,5.214,4.524,18.043,-19.409,80.953,-20.027,83.395
12.0,2.5,36.4,5.305,4.219,19.101,-20.703,81.035,-21.18,83.759
13.0,2.6,35.7,5.395,3.913,20.163,-22.001,81.118,-22.336,84.138
14.0,2.6,35.2,5.981,3.938,22.45,-20.129,80.945,-23.12,84.182
15.0,2.6,35.0,6.716,4.213,24.028,-20.556,80.729,-24.228,84.287
16.0,2.7,35.2,7.08,4.941,24.91,-20.787,80.509,-25.036,84.312
17.0,2.7,35.6,7.313,5.81,25.594,-20.839,80.288,-25.728,84.31
18.0,2.8,36.0,7.545,6.679,26.278,-20.89,80.068,-26.42,84.315
19.0,2.9,36.4,7.751,7.565,27.338,-21.067,79.859,-27.153,84.349
20.0,2.9,36.7,7.879,8.376,28.869,-21.435,79.651,-27.898,84.396
21.0,3.0,37.2,7.887,8.769,29.657,-21.756,79.371,-28.426,84.308
22.0,3.0,37.6,7.794,8.862,31.421,-23.261,79.122,-29.182,84.333
23.0,3.1,38.2,7.049,8.324,33.432,-23.956,79.034,-30.005,84.538
24.0,3.2,39.0,6.257,7.74,35.456,-24.589,78.958,-30.83,84.764
25.0,3.2,39.7,5.083,6.626,36.505,-25.957,78.892,-31.708,85.025
26.0,3.3,40.3,3.806,5.178,37.04,-27.862,78.862,-32.641,85.35
27.0,3.3,40.4,2.781,3.797,37.225,-29.453,78.883,-33.571,85.73
28.0,3.4,40.1,2.074,2.691,36.603,-30.171,78.936,-34.43,86.118
29.0,3.4,39.6,1.619,1.932,36.275,-31.286,78.923,-35.278,86.448
30.0,3.4,39.1,1.328,1.471,35.305,-30.645,78.939,-36.233,86.858
31.0,3.5,38.9,1.035,1.184,34.42,-31.03,78.897,-36.964,87.127
32.0,3.5,38.8,0.798,0.843,34.043,-31.472,78.829,-37.758,87.406
33.0,3.5,39.0,0.569,0.49,33.746,-31.514,78.775,-38.554,87.703
